cluster,assigned_cell_type,marker,n_cells,mean_expression,fraction_expressing
8,cDCs,TUBB1,2167,0.034984954007495975,0.03368712505768343
8,cDCs,LTB,2167,0.5356150944908479,0.5076142131979695
8,cDCs,JUNB,2167,3.122510123621444,0.9953853253345639
9,RBCs,CD3D,1472,0.4292304586092739,0.22146739130434784
9,RBCs,CD3E,1472,0.3294709824714,0.17866847826086957
9,RBCs,IL7R,1472,0.24314181067292456,0.12907608695652173
9,RBCs,CCR7,1472,0.12357074961714122,0.07336956521739131
9,RBCs,TCF7,1472,0.14549715646907038,0.08355978260869565
9,RBCs,CD4,1472,0.037159195594975485,0.021739130434782608
9,RBCs,CD8A,1472,0.07509641709696988,0.04483695652173913
9,RBCs,CD8B,1472,0.09740017913281918,0.057065217391304345
9,RBCs,MS4A1,1472,0.04612436844035983,0.025135869565217392
9,RBCs,CD79A,1472,0.07700333792878233,0.043478260869565216
9,RBCs,CD37,1472,0.406753898922192,0.22282608695652173
9,RBCs,NKG7,1472,0.4901453961375291,0.25271739130434784
9,RBCs,GNLY,1472,0.4605746004001602,0.23505434782608695
9,RBCs,KLRD1,1472,0.04601388477274905,0.02377717391304348
9,RBCs,LYZ,1472,1.556305167346221,0.6508152173913043
9,RBCs,LST1,1472,0.3369713946367088,0.18614130434782608
9,RBCs,FCGR3A,1472,0.04618845827391614,0.024456521739130436
9,RBCs,S100A8,1472,1.7370474676034697,0.6854619565217391
9,RBCs,S100A9,1472,2.108170234861419,0.7520380434782609
9,RBCs,FCER1A,1472,0.017551169062600187,0.012228260869565218
9,RBCs,CD1C,1472,0.0026785829306944556,0.001358695652173913
9,RBCs,GZMB,1472,0.09687755165783607,0.052309782608695655
9,RBCs,TCF4,1472,0.015629918921900833,0.012228260869565218
9,RBCs,PLD4,1472,0.008431893186238796,0.005434782608695652
9,RBCs,IGJ,1472,0.24897832986291335,0.11684782608695653
9,RBCs,MZB1,1472,0.06867456170932754,0.036684782608695655
9,RBCs,IGLL5,1472,0.24359765353248172,0.11888586956521739
9,RBCs,ISG15,1472,0.8649354185099187,0.3335597826086957
9,RBCs,IFIT1,1472,0.051992009616578405,0.026494565217391304
9,RBCs,HBA1,1472,8.16612721623286,0.953125
9,RBCs,PPBP,1472,0.1814322505429711,0.09714673913043478
9,RBCs,PF4,1472,0.08086987864226103,0.042798913043478264
9,RBCs,TUBB1,1472,0.03857747449175171,0.019021739130434784
9,RBCs,LTB,1472,0.6147076309780064,0.31046195652173914
9,RBCs,JUNB,1472,1.2155961453428734,0.5366847826086957
10,Platelets,CD3D,1382,0.5854545217519559,0.3422575976845152
10,Platelets,CD3E,1382,0.4197966650063671,0.2793053545586107
10,Platelets,IL7R,1382,0.2659581391148905,0.1736613603473227
10,Platelets,CCR7,1382,0.10246693052879809,0.07670043415340087
10,Platelets,TCF7,1382,0.1662349732843391,0.1389290882778582
10,Platelets,CD4,1382,0.27488836486501733,0.23589001447178004
10,Platelets,CD8A,1382,0.1590882418124617,0.12156295224312591
10,Platelets,CD8B,1382,0.17525872197837802,0.1345875542691751
10,Platelets,MS4A1,1382,0.0490369696046095,0.03762662807525326
10,Platelets,CD79A,1382,0.07005003105455473,0.060057887120115776
10,Platelets,CD37,1382,1.1594516684971048,0.6664254703328509
10,Platelets,NKG7,1382,1.184238219873605,0.5065123010130246
10,Platelets,GNLY,1382,1.0616219780379543,0.455137481910275
10,Platelets,KLRD1,1382,0.22141657935727696,0.16642547033285093
10,Platelets,LYZ,1382,3.3555032541670777,0.8082489146164978
10,Platelets,LST1,1382,1.6823306649319514,0.7120115774240231
10,Platelets,FCGR3A,1382,0.22869775400061684,0.1678726483357453
10,Platelets,S100A8,1382,3.2742297163748018,0.8277858176555717
10,Platelets,S100A9,1382,3.606648107686022,0.8523878437047757
10,Platelets,FCER1A,1382,0.025638316802454063,0.020984081041968163
10,Platelets,CD1C,1382,0.02521879000618903,0.028219971056439943
10,Platelets,GZMB,1382,0.4054127642413124,0.243849493487699
10,Platelets,TCF4,1382,0.07019518412832931,0.06512301013024602
10,Platelets,PLD4,1382,0.02017193103233398,0.020260492040520984
10,Platelets,IGJ,1382,0.17208115987253259,0.1316931982633864
10,Platelets,MZB1,1382,0.039876570642080736,0.04052098408104197
10,Platelets,IGLL5,1382,0.23474404899411538,0.1678726483357453
10,Platelets,ISG15,1382,1.133233238405153,0.5209840810419681
10,Platelets,IFIT1,1382,0.1256252009254461,0.10564399421128799
10,Platelets,HBA1,1382,0.6733135472762084,0.35238784370477566
10,Platelets,PPBP,1382,2.9296155796641035,0.7322720694645442
10,Platelets,PF4,1382,2.4131534898332854,0.7054992764109985
