cohort,sample,review_group,label,cells,n_genes_by_counts_median,total_counts_median,pct_counts_mt_median,doublet_score_median,ribosomal_percent_retained_genes_median,reference_probability_median,nonT_multimarker_flag_fraction,CD8_both_detected_fraction,same_restoration_gate_fraction,p08_fraction
child,GSM4029905_JB17016,original_T,CD4 T Cells,366,1106.0,3544.5,1.2543225699146887,0.0360386756519191,39.459936,0.7084164449522575,0.8743169398907104,0.15027322404371585,0.5300546448087432,0.41530054644808745
child,GSM4029905_JB17016,original_T,CD8 T Cells,782,1042.0,2677.5,1.8628369005428413,0.0209454046011216,28.32872,0.39522674281641346,0.860613810741688,0.18797953964194372,0.15217391304347827,0.17902813299232737
child,GSM4029905_JB17016,other,B Cells,1626,855.5,2590.5,1.3893968950662439,0.0198452741338715,43.020067,0.8344728646864279,0.9797047970479705,0.003075030750307503,0.0,0.5510455104551045
child,GSM4029905_JB17016,other,Classical Monocytes,2724,1617.0,5228.0,2.9483284584329863,0.0409668811803484,18.752131,0.9751298048709511,1.0,0.0018355359765051395,0.0003671071953010279,0.8762848751835536
child,GSM4029905_JB17016,other,IFN-stimulated T Cells,12,1050.0,3001.0,1.0280505974363627,0.0284557981962184,44.659465,0.7573174873962998,0.8333333333333334,0.25,0.75,0.4166666666666667
child,GSM4029905_JB17016,other,NK Cells,882,1139.5,2824.5,2.1063095113529346,0.0203896692342546,24.0642565,0.9941705563642996,0.8696145124716553,0.0045351473922902496,0.0,0.8174603174603174
child,GSM4029905_JB17016,other,Non-classical Monocytes,1291,2011.0,6882.0,1.8757633920781716,0.0360386756519191,16.923843,0.9778934766829996,1.0,0.0,0.0,0.8799380325329202
child,GSM4029905_JB17016,other,Plasma Cells,120,2016.0,7838.5,4.154903224465188,0.0748455024032959,24.8138155,0.8615291597812431,0.9916666666666667,0.0,0.0,0.5833333333333334
child,GSM4029905_JB17016,other,Platelets,96,2027.5,6629.0,2.79132854221624,0.0685049547608789,19.801672,0.6487434845373006,1.0,0.09375,0.020833333333333332,0.3645833333333333
child,GSM4029905_JB17016,other,RBCs,139,312.0,5739.0,0.0583090379008746,0.0215128383067314,5.697446,0.1655486744386013,0.9568345323741008,0.0,0.007194244604316547,0.007194244604316547
child,GSM4029905_JB17016,other,cDCs,48,2784.5,12267.0,2.5406782350381634,0.10146366490355829,20.8383855,0.583051033731635,1.0,0.0,0.0,0.3125
child,GSM4029905_JB17016,other,pDCs,20,1932.5,6900.5,2.1309500143851343,0.098060198598899,34.7806455,0.9527160165859341,0.95,0.0,0.0,0.65
child,GSM4029905_JB17016,restored,CD4 T Cells,383,837.0,2920.0,1.109877913429523,0.0203896692342546,51.130833,0.91945390054197,0.8433420365535248,0.005221932114882507,1.0,0.7284595300261096
child,GSM4029905_JB17016,restored,CD8 T Cells,488,1032.0,3763.5,1.3669878083614297,0.0203896692342546,50.6118675,0.9410010164496438,0.8934426229508197,0.4426229508196721,1.0,0.7807377049180327
child,GSM4029906_JB17014,excluded_unrestored,Ribosomal/Low-quality,1896,835.0,3105.0,2.8352090323483274,0.0581162324649298,51.9645195,0.9118613938679564,0.3259493670886076,0.12921940928270043,0.0,0.614451476793249
child,GSM4029906_JB17014,original_T,CD4 T Cells,1326,950.5,3408.5,2.708692604531244,0.0640113798008534,47.382876499999995,0.7533989144123712,0.36726998491704377,0.021116138763197588,0.6025641025641025,0.4374057315233786
child,GSM4029906_JB17014,original_T,CD8 T Cells,915,875.0,2552.0,4.203216374269006,0.0231505298899063,36.113537,0.6389542809625601,0.3016393442622951,0.4284153005464481,0.3912568306010929,0.3442622950819672
child,GSM4029906_JB17014,other,B Cells,727,836.0,2881.0,4.081632653061225,0.0146750524109014,47.55757,0.8727447899760932,0.9766162310866575,0.05364511691884457,0.02200825309491059,0.6217331499312242
child,GSM4029906_JB17014,other,Classical Monocytes,1961,1313.0,4042.0,4.279475982532751,0.0247723904298115,27.409485,0.9654942671626676,1.0,0.02702702702702703,0.0071392146863844975,0.787353391126976
child,GSM4029906_JB17014,other,IFN-stimulated T Cells,85,949.0,3563.0,2.464,0.0482430017867778,50.429737,0.9540705674358652,0.21176470588235294,0.17647058823529413,0.7058823529411765,0.7058823529411765
child,GSM4029906_JB17014,other,NK Cells,743,964.0,2364.0,4.0,0.0166469571545529,25.670887,0.9930686258668536,0.2934051144010767,0.02826379542395693,0.005383580080753701,0.7994616419919246
child,GSM4029906_JB17014,other,Non-classical Monocytes,679,1613.0,5452.0,3.958393527882115,0.0247723904298115,27.782742,0.9698493259299096,1.0,0.025036818851251842,0.0,0.812960235640648
child,GSM4029906_JB17014,other,Plasma Cells,12,1957.0,7643.0,3.204706686226216,0.15369504653911603,42.987234,0.07519024872295971,0.6666666666666666,0.0,0.0,0.08333333333333333
child,GSM4029906_JB17014,other,Platelets,131,1572.0,5093.0,4.497907949790795,0.168141592920354,29.292929,0.5881162188078682,0.9923664122137404,0.12213740458015267,0.061068702290076333,0.3282442748091603
child,GSM4029906_JB17014,other,RBCs,59,839.0,5258.0,1.6700066800267204,0.0763986364547824,46.244694,0.6379786343658154,0.23728813559322035,0.13559322033898305,0.4745762711864407,0.3559322033898305
child,GSM4029906_JB17014,other,cDCs,117,2239.0,9309.0,3.781809613572102,0.0763986364547824,33.488903,0.7034872290419772,1.0,0.06837606837606838,0.0,0.358974358974359
child,GSM4029906_JB17014,other,pDCs,25,2210.0,9262.0,2.9874979704497484,0.1255813953488372,38.275463,0.9561176395093526,0.88,0.04,0.0,0.56
child,GSM4029906_JB17014,restored,CD4 T Cells,2504,833.0,3195.5,2.4100166701553727,0.0595217907410547,53.4502945,0.955364407069323,0.2987220447284345,0.010782747603833865,1.0,0.854632587859425
child,GSM4029906_JB17014,restored,CD8 T Cells,2378,975.0,4112.5,3.07706829700411,0.0595217907410547,54.427577,0.9697234858983135,0.38057190916736755,0.5382674516400336,1.0,0.8662741799831791
child,GSM4029907_JB17010,excluded_unrestored,Ribosomal/Low-quality,1722,838.0,3104.0,4.0659275004450155,0.0412076703386372,49.966758999999996,0.8890851477896917,0.32984901277584205,0.15156794425087108,0.0,0.5882694541231127
child,GSM4029907_JB17010,original_T,CD4 T Cells,913,1058.0,4021.0,3.699330972058245,0.0595217907410547,48.099815,0.7191999637501039,0.42606790799561883,0.0208105147864184,0.5585980284775466,0.3855421686746988
child,GSM4029907_JB17010,original_T,CD8 T Cells,2068,854.0,2283.5,4.598971131937796,0.0323198467799856,31.195012,0.779886396475737,0.2988394584139265,0.5643133462282398,0.43617021276595747,0.47195357833655704
child,GSM4029907_JB17010,other,B Cells,1754,767.0,2452.0,5.345924998076586,0.0196987253765932,45.474435,0.9462435945447769,0.984036488027366,0.0011402508551881414,0.0005701254275940707,0.8135689851767389
child,GSM4029907_JB17010,other,Classical Monocytes,1364,1132.5,3500.5,6.4466631400363275,0.0187891440501043,27.556757,0.9717040826260996,1.0,0.0036656891495601175,0.0021994134897360706,0.8519061583577713
child,GSM4029907_JB17010,other,IFN-stimulated T Cells,8,799.0,3302.0,3.6225403972455648,0.0342507934659173,52.634851,0.9493508388026828,0.125,0.25,0.5,0.75
child,GSM4029907_JB17010,other,NK Cells,916,897.0,2133.5,4.430730113919125,0.0276943610276943,25.483742499999998,0.9972330405512935,0.31004366812227074,0.02947598253275109,0.0032751091703056767,0.8635371179039302
child,GSM4029907_JB17010,other,Non-classical Monocytes,445,1533.0,5293.0,5.581058226624789,0.0295939435650378,28.257103,0.9428884832417074,1.0,0.006741573033707865,0.0,0.7078651685393258
child,GSM4029907_JB17010,other,Plasma Cells,24,2063.5,8104.0,7.208682551472281,0.08619418735784981,29.588317,0.8507291058773145,0.9583333333333334,0.041666666666666664,0.0,0.5833333333333334
child,GSM4029907_JB17010,other,Platelets,68,1516.0,5388.5,6.168832485214123,0.0581162324649298,27.894722,0.7533200247903187,1.0,0.17647058823529413,0.029411764705882353,0.4852941176470588
child,GSM4029907_JB17010,other,cDCs,137,2313.0,10253.0,3.896296296296296,0.0567527553873992,32.830647,0.6521111032034154,1.0,0.014598540145985401,0.0,0.2773722627737226
child,GSM4029907_JB17010,other,pDCs,54,1510.5,4851.0,2.962742346635417,0.070722433460076,36.762911,0.9452350654949343,0.6296296296296297,0.018518518518518517,0.0,0.7407407407407407
child,GSM4029907_JB17010,restored,CD4 T Cells,1532,834.5,3259.0,3.35233944086794,0.046100318933024,52.590635,0.9619619781859186,0.29569190600522194,0.007832898172323759,1.0,0.8674934725848564
child,GSM4029907_JB17010,restored,CD8 T Cells,1307,927.0,3844.0,4.265244918360547,0.046100318933024,52.46298,0.9678239634829064,0.3274674827850038,0.49273144605967867,1.0,0.8538638102524866
child,GSM4029908_JB17019,excluded_unrestored,Ribosomal/Low-quality,535,1149.0,5180.0,2.1077681455039943,0.053071253071253,52.65709,0.6951954990734992,0.9532710280373832,0.19439252336448598,0.0,0.4392523364485981
child,GSM4029908_JB17019,original_T,CD4 T Cells,602,1470.5,6405.0,2.235050554553525,0.0550389545111837,46.3866125,0.714841661014848,0.973421926910299,0.011627906976744186,0.6046511627906976,0.40365448504983387
child,GSM4029908_JB17019,original_T,CD8 T Cells,237,1139.0,3633.0,3.4782608695652173,0.0094476744186046,34.34633,0.6426211021058779,0.9409282700421941,0.32489451476793246,0.5189873417721519,0.33755274261603374
child,GSM4029908_JB17019,other,B Cells,108,1126.0,4409.5,3.2307548320482087,0.013271623363427049,49.0141915,0.8816739661106276,0.9814814814814815,0.0,0.0,0.6666666666666666
child,GSM4029908_JB17019,other,Classical Monocytes,1314,1226.5,3944.5,7.165540641114326,0.0325598802395209,23.352399,0.9947337908628873,1.0,0.00228310502283105,0.0,0.9771689497716894
child,GSM4029908_JB17019,other,IFN-stimulated T Cells,2,1169.5,4618.5,1.3000682806842656,0.042167810983636096,47.280285,0.9293228504535342,1.0,0.0,0.5,1.0
child,GSM4029908_JB17019,other,NK Cells,92,1339.5,3993.5,3.6570357521310024,0.0178493687418371,28.9822245,0.9826711940160898,0.9239130434782609,0.0,0.010869565217391304,0.7608695652173914
child,GSM4029908_JB17019,other,Non-classical Monocytes,206,1493.0,5532.0,5.920972436314544,0.0274185204345576,26.1468305,0.979301400624689,1.0,0.0,0.0,0.9368932038834952
child,GSM4029908_JB17019,other,Plasma Cells,7,3436.0,20362.0,3.727531676652588,0.1725352112676056,30.460197,0.7153256143221055,1.0,0.0,0.0,0.42857142857142855
child,GSM4029908_JB17019,other,Platelets,97,1473.0,4871.0,6.258521952549769,0.053071253071253,20.169851,0.9717906541164852,0.9896907216494846,0.020618556701030927,0.030927835051546393,0.6907216494845361
child,GSM4029908_JB17019,other,RBCs,486,371.0,8240.0,0.18464598522961229,0.0085328276842853,10.8505535,0.22293581651095806,0.9629629629629629,0.00411522633744856,0.0,0.01440329218106996
child,GSM4029908_JB17019,other,cDCs,24,2377.5,10806.5,4.863780493761444,0.0664018161180476,31.6150085,0.48628921157989613,1.0,0.0,0.0,0.20833333333333334
child,GSM4029908_JB17019,other,pDCs,17,3166.0,19224.0,3.6257787764273313,0.0639004149377593,49.501842,0.0403661072041947,1.0,0.0,0.0,0.0
child,GSM4029908_JB17019,restored,CD4 T Cells,878,1190.0,5386.0,1.9150086702122509,0.0639004149377593,53.3475785,0.942341380626587,0.9635535307517085,0.01366742596810934,1.0,0.8154897494305239
child,GSM4029908_JB17019,restored,CD8 T Cells,660,1332.0,6482.0,2.3277099936982735,0.0550389545111837,54.510864,0.907346200371645,0.9757575757575757,0.7848484848484848,1.0,0.7439393939393939
child,GSM4029909_JB17020,excluded_unrestored,Ribosomal/Low-quality,393,1238.0,4910.0,4.138662893526707,0.0491329479768786,46.103264,0.5307514983316521,0.8524173027989822,0.24681933842239187,0.0,0.42493638676844786
child,GSM4029909_JB17020,original_T,CD4 T Cells,553,1466.0,6115.0,3.482587064676617,0.0509726668308298,45.863354,0.793841718345355,0.9258589511754068,0.0325497287522604,0.6871609403254972,0.488245931283906
child,GSM4029909_JB17020,original_T,CD8 T Cells,598,1120.0,3343.0,4.452155810957457,0.0241125251172136,30.723575,0.7456971908058777,0.7675585284280937,0.25585284280936454,0.5468227424749164,0.4297658862876254
child,GSM4029909_JB17020,other,B Cells,560,1138.0,4231.5,5.2582536735166325,0.0146750524109014,44.234284,0.9170407739178192,0.9946428571428572,0.0035714285714285713,0.0,0.7053571428571429
child,GSM4029909_JB17020,other,Classical Monocytes,822,1438.5,4884.0,6.947345651057413,0.0232558139534883,27.026002,0.9901474373556366,1.0,0.0036496350364963502,0.0,0.9513381995133819
child,GSM4029909_JB17020,other,NK Cells,213,1167.0,3188.0,4.951488792238207,0.0224244393890152,26.194853,0.8522380501299358,0.7511737089201878,0.023474178403755867,0.028169014084507043,0.5446009389671361
child,GSM4029909_JB17020,other,Non-classical Monocytes,263,1970.0,7775.0,5.79879679144385,0.0241125251172136,27.402628,0.9720270669359224,1.0,0.0,0.0,0.8098859315589354
child,GSM4029909_JB17020,other,Plasma Cells,146,2812.5,15693.5,6.774945325480637,0.0752142177086638,27.713576500000002,0.8723090306550638,0.9863013698630136,0.0410958904109589,0.00684931506849315,0.6232876712328768
child,GSM4029909_JB17020,other,Platelets,23,1312.0,3940.0,6.557377049180328,0.0249957490222751,23.696018,0.9713686745780182,1.0,0.043478260869565216,0.0,0.782608695652174
child,GSM4029909_JB17020,other,RBCs,2,3489.5,21319.0,3.5696553709542287,0.2013458090311411,50.610644,0.0238865117630166,1.0,0.0,0.0,0.0
child,GSM4029909_JB17020,other,cDCs,52,2806.0,14378.5,4.404524212820233,0.0721776681061073,31.977708,0.6801773451312298,1.0,0.057692307692307696,0.0,0.3076923076923077
child,GSM4029909_JB17020,other,pDCs,14,2259.0,8135.5,3.3803478723625093,0.0980485542091882,34.204856,0.914934349216709,0.9285714285714286,0.0,0.0,0.7857142857142857
child,GSM4029909_JB17020,restored,CD4 T Cells,821,1240.0,5138.0,3.198008425890463,0.0456852791878172,49.0758,0.9758908771266376,0.8453105968331304,0.014616321559074299,1.0,0.8879415347137637
child,GSM4029909_JB17020,restored,CD8 T Cells,701,1403.0,6156.0,4.180701406776302,0.0425155004428697,48.575188,0.9673062723490944,0.9015691868758916,0.8059914407988588,1.0,0.8573466476462197
child,GSM4029910_JB17021,excluded_unrestored,Ribosomal/Low-quality,260,1577.5,5578.0,1.6025998359780176,0.03895099541309535,39.241018,0.3597350957088439,0.9653846153846154,0.3384615384615385,0.0,0.20384615384615384
child,GSM4029910_JB17021,original_T,CD4 T Cells,510,1757.0,6798.0,1.51933258284694,0.0353711790393013,38.8605625,0.847881446070943,0.9823529411764705,0.07647058823529412,0.7509803921568627,0.5803921568627451
child,GSM4029910_JB17021,original_T,CD8 T Cells,774,1374.0,3977.5,2.1700922071094944,0.027027027027027,27.1264165,0.8316828128291287,0.9392764857881137,0.6059431524547804,0.6421188630490956,0.5348837209302325
child,GSM4029910_JB17021,other,B Cells,26,1500.0,5230.5,2.396267233587282,0.0843012364181341,38.29608,0.6051445688294425,0.9615384615384616,0.038461538461538464,0.0,0.23076923076923078
child,GSM4029910_JB17021,other,Classical Monocytes,1362,1259.5,3472.0,4.7451633708609435,0.0523160762942779,19.2266655,0.9920000292070315,1.0,0.002936857562408223,0.0,0.9449339207048458
child,GSM4029910_JB17021,other,IFN-stimulated T Cells,38,1492.0,5278.0,1.221422624060923,0.0315268905831444,38.321267000000006,0.7822598037930089,1.0,0.13157894736842105,0.7894736842105263,0.47368421052631576
child,GSM4029910_JB17021,other,NK Cells,494,1545.0,4218.0,2.5162284357556013,0.0209209273654768,22.492978,0.995683261418036,0.9595141700404858,0.010121457489878543,0.008097165991902834,0.8481781376518218
child,GSM4029910_JB17021,other,Non-classical Monocytes,398,1628.0,5174.5,3.375495496139899,0.0381991814461118,21.3970785,0.9790968612448485,1.0,0.017587939698492462,0.0,0.8819095477386935
child,GSM4029910_JB17021,other,Plasma Cells,8,3316.5,17698.0,3.8542764438392454,0.09305171147671765,28.614936,0.28967585060740575,1.0,0.0,0.0,0.125
child,GSM4029910_JB17021,other,Platelets,42,1614.0,4507.5,5.070690470323875,0.055625273960488095,18.501270499999997,0.9489243518948518,1.0,0.07142857142857142,0.07142857142857142,0.6666666666666666
child,GSM4029910_JB17021,other,RBCs,2,3311.5,15049.0,3.272376920846751,0.080994906185565,45.562252,0.18948052976305715,1.0,0.0,0.0,0.0
child,GSM4029910_JB17021,other,cDCs,67,2849.0,12901.0,3.2679738562091507,0.0702274975272007,26.663939,0.7035899754990427,1.0,0.05970149253731343,0.0,0.43283582089552236
child,GSM4029910_JB17021,other,pDCs,19,2379.0,8957.0,2.5665399239543727,0.0976627712854757,34.461807,0.8734213229275789,1.0,0.05263157894736842,0.0,0.5263157894736842
child,GSM4029910_JB17021,restored,CD4 T Cells,183,1524.0,5976.0,1.130445827511749,0.0303398058252427,42.794697,0.8571837455895884,0.9672131147540983,0.0546448087431694,1.0,0.6229508196721312
child,GSM4029910_JB17021,restored,CD8 T Cells,159,1704.0,6553.0,1.6815034619188922,0.0353711790393013,42.752815,0.8711163905330759,0.9748427672955975,0.9182389937106918,1.0,0.6477987421383647
child,GSM4029911_JB17022,excluded_unrestored,Ribosomal/Low-quality,724,998.0,4130.0,1.9844331647759048,0.0792520035618878,53.064010499999995,0.9444513718387153,0.30662983425414364,0.1464088397790055,0.0,0.7154696132596685
child,GSM4029911_JB17022,original_T,CD4 T Cells,471,1323.0,5404.0,1.827171109200344,0.0856604957640414,47.15072,0.804176146210713,0.4012738853503185,0.010615711252653927,0.70276008492569,0.5031847133757962
child,GSM4029911_JB17022,original_T,CD8 T Cells,785,1063.0,3204.0,2.3361650485436893,0.0263653483992467,33.323757,0.7441843421333393,0.24076433121019108,0.5286624203821656,0.5834394904458599,0.4267515923566879
child,GSM4029911_JB17022,other,B Cells,489,1006.0,3625.0,3.1339942436840422,0.01029983978027,45.454544,0.9084563255217444,0.934560327198364,0.012269938650306749,0.00408997955010225,0.6952965235173824
child,GSM4029911_JB17022,other,Classical Monocytes,311,1235.0,3921.0,5.83989501312336,0.012676566461427,24.054983,0.9924230440136608,1.0,0.003215434083601286,0.0,0.9839228295819936
child,GSM4029911_JB17022,other,IFN-stimulated T Cells,11,1108.0,4208.0,2.021070737475812,0.096774193548387,54.251617,0.8874144087043547,0.09090909090909091,0.18181818181818182,0.8181818181818182,0.7272727272727273
child,GSM4029911_JB17022,other,NK Cells,274,1136.0,3154.0,2.5466976359934144,0.0263653483992467,29.8854945,0.7589877271117897,0.2737226277372263,0.24817518248175183,0.2737226277372263,0.4562043795620438
child,GSM4029911_JB17022,other,Non-classical Monocytes,64,1634.5,6021.0,4.4406449666946255,0.0272376015017235,26.5419045,0.9758877028327582,1.0,0.015625,0.0,0.859375
child,GSM4029911_JB17022,other,Plasma Cells,3,2308.0,12006.0,4.672663668165917,0.3126142595978061,28.900383,0.7687536218794124,0.6666666666666666,0.0,0.0,0.3333333333333333
child,GSM4029911_JB17022,other,Platelets,17,1431.0,4707.0,4.752535189950053,0.035116153430578,22.070162,0.8991392175709074,1.0,0.17647058823529413,0.0,0.5882352941176471
child,GSM4029911_JB17022,other,RBCs,2,459.0,10525.0,0.1441295704160068,0.04323930224292985,9.050405,0.38749985608443216,0.0,0.0,0.0,0.0
child,GSM4029911_JB17022,other,cDCs,19,2706.0,13738.0,3.457627118644068,0.120780805205368,33.64075,0.357491152005789,1.0,0.0,0.0,0.3157894736842105
child,GSM4029911_JB17022,other,pDCs,11,2385.0,9915.0,2.803832576903681,0.076300578034682,33.686268,0.9419803094299796,0.9090909090909091,0.0,0.0,0.8181818181818182
child,GSM4029911_JB17022,restored,CD4 T Cells,2126,1073.0,4791.0,1.7845155398133314,0.0928452579034941,53.961588,0.9763382217913184,0.3339604891815616,0.007525870178739417,1.0,0.9181561618062088
child,GSM4029911_JB17022,restored,CD8 T Cells,957,1200.0,5561.0,2.4006001500375094,0.0891472868217054,53.49165,0.9532649207751562,0.37408568443051204,0.6875653082549634,1.0,0.8484848484848485
child,GSM4029912_JB17023,excluded_unrestored,Ribosomal/Low-quality,469,1007.0,3416.0,2.66798418972332,0.0639004149377593,43.61545,0.952924072031726,0.43710021321961623,0.1279317697228145,0.0,0.7036247334754797
child,GSM4029912_JB17023,original_T,CD4 T Cells,543,1328.0,4769.0,2.3824855119124275,0.0664018161180476,41.86,0.8506485559124886,0.576427255985267,0.034990791896869246,0.7384898710865562,0.569060773480663
child,GSM4029912_JB17023,original_T,CD8 T Cells,178,1358.0,4316.5,2.7165743400601574,0.0304017372421281,32.0458735,0.532637362908446,0.42134831460674155,0.6404494382022472,0.4550561797752809,0.29213483146067415
child,GSM4029912_JB17023,other,B Cells,586,1128.5,3884.5,3.4073874881583546,0.0178493687418371,42.056613999999996,0.8950033006738201,0.9965870307167235,0.008532423208191127,0.0017064846416382253,0.6757679180887372
child,GSM4029912_JB17023,other,Classical Monocytes,299,1473.0,4786.0,5.011303692539562,0.0165417785946557,25.54311,0.9805623472344382,1.0,0.010033444816053512,0.0033444816053511705,0.842809364548495
child,GSM4029912_JB17023,other,IFN-stimulated T Cells,70,1307.5,5398.5,2.1924071080230694,0.06038958242518555,46.184178,0.9685679498895627,0.5,0.2571428571428571,0.8857142857142857,0.8571428571428571
child,GSM4029912_JB17023,other,NK Cells,152,1579.0,4475.0,2.7685699496306913,0.01751821058117345,23.1283005,0.9967357361228768,0.6118421052631579,0.013157894736842105,0.0,0.8552631578947368
child,GSM4029912_JB17023,other,Non-classical Monocytes,152,1986.0,7134.5,4.23490690387302,0.0309322393662342,24.3155745,0.9942251250755296,1.0,0.013157894736842105,0.0,0.9210526315789473
child,GSM4029912_JB17023,other,Plasma Cells,3,3046.0,16385.0,3.091038995224307,0.1110197368421052,28.459417,0.1137456158531839,1.0,0.0,0.0,0.3333333333333333
child,GSM4029912_JB17023,other,Platelets,9,1589.0,5411.0,4.095686843059079,0.0428942807625649,27.744698,0.9661182184887264,1.0,0.1111111111111111,0.1111111111111111,0.5555555555555556
child,GSM4029912_JB17023,other,RBCs,5,580.0,1435.0,11.305925030229746,0.0222222222222222,6.8609595,0.2671837064194077,0.6,0.0,0.0,0.0
child,GSM4029912_JB17023,other,cDCs,20,2927.5,13652.0,3.368834019163014,0.1009946442234123,29.7362535,0.7100740534160884,1.0,0.05,0.0,0.45
child,GSM4029912_JB17023,other,pDCs,9,2826.0,11935.0,3.039212083348646,0.1527041357370095,32.789486,0.990477121715692,0.7777777777777778,0.0,0.0,0.5555555555555556
child,GSM4029912_JB17023,restored,CD4 T Cells,1983,1187.0,4497.0,2.1637675010606703,0.0846205507051712,47.642487,0.9780346167777892,0.5123550176500252,0.008068582955118508,1.0,0.9132627332324761
child,GSM4029912_JB17023,restored,CD8 T Cells,999,1367.0,5836.0,2.6391963221522223,0.0718132854578097,49.30913,0.980121552858353,0.6116116116116116,0.7407407407407407,1.0,0.9059059059059059
child,GSM4029913_JB17024,excluded_unrestored,Ribosomal/Low-quality,307,1175.0,4201.0,2.373618409132089,0.0436046511627907,44.883305,0.8495677719872886,0.8859934853420195,0.24429967426710097,0.0,0.5309446254071661
child,GSM4029913_JB17024,original_T,CD4 T Cells,429,1497.0,5539.0,2.0956607495069037,0.0614439324116743,41.407795,0.7770397185391461,0.9487179487179487,0.05827505827505827,0.6993006993006993,0.46853146853146854
child,GSM4029913_JB17024,original_T,CD8 T Cells,82,1469.5,4126.5,2.6712124055577564,0.0685383980181668,24.2636325,0.7028878717793993,0.9634146341463414,0.4878048780487805,0.1951219512195122,0.4634146341463415
child,GSM4029913_JB17024,other,B Cells,1014,1273.5,4228.0,2.837164577343793,0.0226039783001808,40.2138815,0.9339289156118966,0.9990138067061144,0.0009861932938856016,0.0,0.7534516765285996
child,GSM4029913_JB17024,other,Classical Monocytes,960,1467.5,4729.5,4.6023192263713915,0.0218522372528616,23.156973999999998,0.991146022940783,1.0,0.005208333333333333,0.0,0.9552083333333333
child,GSM4029913_JB17024,other,IFN-stimulated T Cells,36,1469.0,5744.0,2.109981240436306,0.0482060312568787,44.989941,0.9727392123972651,0.9444444444444444,0.2777777777777778,0.9444444444444444,0.8333333333333334
child,GSM4029913_JB17024,other,NK Cells,257,1728.0,4698.0,2.7450980392156863,0.0084165637975535,19.851404,0.9988669023853096,0.9299610894941635,0.01556420233463035,0.0,0.8326848249027238
child,GSM4029913_JB17024,other,Non-classical Monocytes,313,1820.0,6465.0,3.704407294832827,0.0233766233766233,22.084633,0.9875117570669044,1.0,0.009584664536741214,0.0,0.9009584664536742
child,GSM4029913_JB17024,other,Plasma Cells,4,3100.5,13456.5,4.6819701078521545,0.1571258287461547,26.002201,0.8351571171321623,1.0,0.25,0.0,0.5
child,GSM4029913_JB17024,other,Platelets,49,1523.0,5665.0,3.1905195989061075,0.0482060312568787,20.85005,0.8537909054980548,1.0,0.04081632653061224,0.12244897959183673,0.5102040816326531
child,GSM4029913_JB17024,other,RBCs,2,499.5,5342.0,0.5157369618844997,0.14517195767195756,12.31340275,0.3382056037110771,0.5,0.0,0.0,0.0
child,GSM4029913_JB17024,other,cDCs,39,2970.0,13265.0,3.167002688172043,0.0711462450592885,26.193407,0.6963975167097111,1.0,0.05128205128205128,0.0,0.38461538461538464
child,GSM4029913_JB17024,other,pDCs,11,2730.0,10420.0,2.4527586767014995,0.0685383980181668,30.382034,0.9900268143155692,1.0,0.0,0.0,0.9090909090909091
child,GSM4029913_JB17024,restored,CD4 T Cells,1019,1269.0,4991.0,2.0735524256651017,0.0533957845433255,47.57172,0.9697249254108068,0.9352306182531894,0.009813542688910697,1.0,0.8704612365063789
child,GSM4029913_JB17024,restored,CD8 T Cells,1428,1576.5,6710.0,2.5501548524191833,0.0543360832264366,47.592588500000005,0.9755984668070472,0.9670868347338936,0.8417366946778712,1.0,0.9131652661064426
child,GSM4029914_JB17017,excluded_unrestored,Ribosomal/Low-quality,1551,895.0,3890.0,3.543769068293828,0.0630552546045503,52.998867,0.8613711085667151,0.24113475177304963,0.13088330109606705,0.0,0.5577047066408769
child,GSM4029914_JB17017,original_T,CD4 T Cells,641,1105.0,4546.0,3.418803418803419,0.075940034406488,48.64397,0.6153741919771973,0.3666146645865835,0.0124804992199688,0.53198127925117,0.29329173166926675
child,GSM4029914_JB17017,original_T,CD8 T Cells,655,933.0,2984.0,4.684512428298279,0.0259067357512953,36.10267,0.568607746746527,0.21221374045801528,0.37709923664122136,0.33435114503816793,0.2732824427480916
child,GSM4029914_JB17017,other,B Cells,1204,870.0,3102.0,4.474152632261621,0.0213130818226359,45.204941000000005,0.9386770820069748,0.973421926910299,0.007475083056478406,0.004152823920265781,0.7915282392026578
child,GSM4029914_JB17017,other,Classical Monocytes,373,1320.0,4494.0,6.337078651685394,0.0110173697270471,28.126026,0.9726328950323526,1.0,0.0160857908847185,0.00804289544235925,0.8525469168900804
child,GSM4029914_JB17017,other,IFN-stimulated T Cells,16,978.5,4207.5,3.278414756818192,0.039809571945266,53.276926,0.9078456030125217,0.25,0.3125,0.625,0.75
child,GSM4029914_JB17017,other,NK Cells,309,988.0,2834.0,4.565322972316658,0.017910447761194,30.131578,0.8719034951541339,0.20388349514563106,0.025889967637540454,0.02912621359223301,0.5825242718446602
child,GSM4029914_JB17017,other,Non-classical Monocytes,180,1729.0,6366.5,5.111432331928649,0.0281224152191894,26.3814535,0.992290241597658,0.9944444444444445,0.0,0.0,0.8666666666666667
child,GSM4029914_JB17017,other,Plasma Cells,44,2178.0,10643.0,6.229583218800171,0.11368087541205735,32.639585,0.8274938044134486,0.8409090909090909,0.0,0.0,0.5454545454545454
child,GSM4029914_JB17017,other,Platelets,5,797.0,2018.0,5.803218148245846,0.0649867374005304,10.060241,0.5623438262133051,1.0,0.0,0.0,0.2
